月日,時刻,子ユーザ,入力値,parKurumaNo,ParamList,parHinban,parJunsei,parHMCount,KurumaInfo,parType,parMakerNo,parHinmokuNos,parMakerNos,parSyadaiNo,CallHinban,date
2021-11-09,15:28:18,209002,,136183 ,"['', '']","['', '']",,40 ,"['', '']",,,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280 ']",0,,2021-11-09 15:28:18
2021-11-09,15:39:02,209002,17338-0003,,"['17338', '0003', '', ' ']","['', '']",,,"['137956', '2', '日産', '93', 'ﾉｰﾄ 1200 DOHC', '17338', '0003', 'DBA-E12', '1209', '1507', 'HR12DE', '1200']",,,"['', '']","['', '']",,,2021-11-09 15:39:02
2021-11-09,15:39:16,209002,,142449 ,"['', '']","['', '']",,8 ,"['', '']",,,"['1800', '1801', '1803', '1804', '1805', '1806', '1807', '1802 ']","['4260', '4260', '4260', '4260', '4260', '4260', '4260', '4260 ']",0,,2021-11-09 15:39:16
2021-11-09,15:47:47,209002,15159-0001,,"['15159', '0001', '', ' ']","['', '']",,,"['119010', '1', 'ﾄﾖﾀ', '115', 'ｳｨｯｼｭ 1800 DOHC', '15159', '0001-0004', 'DBA-ZNE10G', '0508', '0904', '1ZZFE', '1800']",,,"['', '']","['', '']",,,2021-11-09 15:47:47
2021-11-09,15:47:56,209002,,119010 ,"['', '']","['', '']",,19 ,"['', '']",,,"['3800', '3801', '3802', '4740', '4740', '4741', '4741', '4742', '4742', '3803', '5740', '5740', '3840', '3841', '3842', '3845', '3851', '3843', '3844 ']","['1040', '1040', '1040', '1040', '2840', '1040', '2840', '1040', '2840', '1040', '1040', '2480', '1040', '1040', '1040', '1040', '1040', '1040', '1040 ']",0,,2021-11-09 15:47:56
2021-11-09,15:48:31,209002,16294-0025,,"['16294', '0025', '', ' ']","['', '']",,,"['136796', '1', 'ﾄﾖﾀ', '75', 'ﾌﾟﾘｳｽ 1800 ﾊｲﾌﾞﾘｯﾄ DOHC', '16294', '0025-0030', 'DAA-ZVW30', '1112', '1511', '2ZRFXE', '1800']",,,"['', '']","['', '']",,,2021-11-09 15:48:31
2021-11-09,15:48:46,209002,1745128040,,"['', '']",['17451-28040 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:48:46
2021-11-09,15:55:44,209002,,139557 ,"['', '']","['', '']",,1 ,"['', '']",,,['2460 '],['2290 '],0,,2021-11-09 15:55:44
2021-11-09,15:28:27,61323901,15096-0001,,"['15096', '0001', '', ' ']","['', '']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,,2021-11-09 15:28:27
2021-11-09,15:28:51,61323901,482033U025,,"['', '']",['48203-3U025 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:28:51
2021-11-09,15:29:33,61323901,15096-0001,,"['15096', '0001', '', ' ']","['', '']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,,2021-11-09 15:29:33
2021-11-09,15:30:20,61323901,15096-0001,,"['15096', '0001', '', ' ']","['', '']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,,2021-11-09 15:30:20
2021-11-09,15:31:16,61323901,15096-0001,,"['15096', '0001', '', ' ']","['', '']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,,2021-11-09 15:31:16
2021-11-09,15:31:59,61323901,15096-0001,,"['15096', '0001', '', ' ']","['', '']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,,2021-11-09 15:31:59
2021-11-09,15:33:09,61323901,,116439 ,"['', '']","['', '']",,40 ,"['', '']",,,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280 ']",0,,2021-11-09 15:33:09
2021-11-09,15:33:56,61323901,,116440 ,"['', '']","['', '']",,40 ,"['', '']",,,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280 ']",0,,2021-11-09 15:33:56
2021-11-09,15:34:33,61323901,15096-0001,,"['15096', '0001', '', ' ']","['', '']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,,2021-11-09 15:34:33
2021-11-09,15:35:14,61323901,486403U025,,"['', '']",['48640-3U025 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:35:14
2021-11-09,15:35:45,61323901,E4302AZ11A,,"['', '']",['E4302-AZ11A '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:35:45
2021-11-09,15:35:49,61323901,486403U025,,"['', '']",['48640-3U025 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:35:49
2021-11-09,15:36:09,61323901,15096-0001,,"['15096', '0001', '', ' ']","['', '']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,,2021-11-09 15:36:09
2021-11-09,15:37:05,61323901,20651ED10A,,"['', '']",['20651-ED10A '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:37:05
2021-11-09,15:38:04,61323901,482033U025,,"['', '']",['48203-3U025 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:38:04
2021-11-09,15:39:26,61323901,482033U025,,"['', '']",['48203-3U025 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:39:26
2021-11-09,15:42:20,61323901,,126188 ,"['', '']","['', '']",,100 ,"['', '']",,,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853', '2380', '2420', '2421', '2422', '2423', '2880', '3800', '3801', '3802', '3880', '3881', '3882', '4620', '4650', '4700', '4701', '4702', '4740', '4741', '4742', '4743', '4745', '4780', '4781', '4782', '4783', '4784', '4785', '4786', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '4880', '4900', '4901', '4902', '4960', '4972', '4973', '4974', '4975', '4983', '4984', '4985', '5020', '5060', '5061', '5062', '5101', '5160', '5220', '5221', '5222', '5260', '5270 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,,2021-11-09 15:42:20
2021-11-09,15:43:14,61323901,,116440 ,"['', '']","['', '']",,50 ,"['', '']",,,"['5280', '5290', '5320', '5340', '5380', '5420', '5440', '5460', '5480', '5500', '5510', '5511', '5512', '5520', '5570', '5580', '5620', '5622', '5625', '5630', '5660', '5700', '5701', '5702', '5740', '5741', '5742', '5780', '5800', '5820', '5840', '5860', '5880', '5900', '5920', '5940', '5960', '5980', '6000', '6020', '6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,,2021-11-09 15:43:14
2021-11-09,15:46:48,61323901,485213U025,,"['', '']",['48521-3U025 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:46:48
2021-11-09,15:47:55,61323901,,126188 ,"['', '']","['', '']",,68 ,"['', '']",,,"['3800', '3801', '3802', '4740', '4740', '4741', '4741', '4742', '4742', '3803', '5740', '5740', '3840', '3841', '3842', '3845', '3851', '3843', '3844', '4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853', '3760', '3760', '3761', '3761', '3762', '3762', '5660', '8570', '8310 ']","['1040', '1040', '1040', '1040', '2840', '1040', '2840', '1040', '2840', '1040', '1040', '2480', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2240', '4400', '2240', '4400', '2240', '4400', '2840', '1040', '1040 ']",0,,2021-11-09 15:47:55
2021-11-09,15:48:09,61323901,,116439 ,"['', '']","['', '']",,68 ,"['', '']",,,"['3800', '3801', '3802', '4740', '4740', '4741', '4741', '4742', '4742', '3803', '5740', '5740', '3840', '3841', '3842', '3845', '3851', '3843', '3844', '4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853', '3760', '3760', '3761', '3761', '3762', '3762', '5660', '8570', '8310 ']","['1040', '1040', '1040', '1040', '2840', '1040', '2840', '1040', '2840', '1040', '1040', '2480', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2240', '4400', '2240', '4400', '2240', '4400', '2840', '1040', '1040 ']",0,,2021-11-09 15:48:09
2021-11-09,15:48:27,61323901,,126188 ,"['', '']","['', '']",,68 ,"['', '']",,,"['3800', '3801', '3802', '4740', '4740', '4741', '4741', '4742', '4742', '3803', '5740', '5740', '3840', '3841', '3842', '3845', '3851', '3843', '3844', '4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853', '3760', '3760', '3761', '3761', '3762', '3762', '5660', '8570', '8310 ']","['1040', '1040', '1040', '1040', '2840', '1040', '2840', '1040', '2840', '1040', '1040', '2480', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2240', '4400', '2240', '4400', '2240', '4400', '2840', '1040', '1040 ']",0,,2021-11-09 15:48:27
2021-11-09,15:48:27,61323901,,126188 ,"['', '']","['', '']",,68 ,"['', '']",,,"['3800', '3801', '3802', '4740', '4740', '4741', '4741', '4742', '4742', '3803', '5740', '5740', '3840', '3841', '3842', '3845', '3851', '3843', '3844', '4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853', '3760', '3760', '3761', '3761', '3762', '3762', '5660', '8570', '8310 ']","['1040', '1040', '1040', '1040', '2840', '1040', '2840', '1040', '2840', '1040', '1040', '2480', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2240', '4400', '2240', '4400', '2240', '4400', '2840', '1040', '1040 ']",0,,2021-11-09 15:48:27
2021-11-09,15:49:22,61323901,,116439 ,"['', '']","['', '']",,40 ,"['', '']",,,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280 ']",0,,2021-11-09 15:49:22
2021-11-09,15:50:25,61323901,482033U025,,"['', '']",['48203-3U025 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:50:25
2021-11-09,15:51:27,61323901,,116440 ,"['', '']","['', '']",,100 ,"['', '']",,,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853', '2380', '2420', '2421', '2422', '2423', '2880', '3800', '3801', '3802', '3880', '3881', '3882', '4620', '4650', '4700', '4701', '4702', '4740', '4741', '4742', '4743', '4745', '4780', '4781', '4782', '4783', '4784', '4785', '4786', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '4880', '4900', '4901', '4902', '4960', '4972', '4973', '4974', '4975', '4983', '4984', '4985', '5020', '5060', '5061', '5062', '5101', '5160', '5220', '5221', '5222', '5260', '5270 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,,2021-11-09 15:51:27
2021-11-09,15:51:27,61323901,,116440 ,"['', '']","['', '']",,100 ,"['', '']",,,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853', '2380', '2420', '2421', '2422', '2423', '2880', '3800', '3801', '3802', '3880', '3881', '3882', '4620', '4650', '4700', '4701', '4702', '4740', '4741', '4742', '4743', '4745', '4780', '4781', '4782', '4783', '4784', '4785', '4786', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '4880', '4900', '4901', '4902', '4960', '4972', '4973', '4974', '4975', '4983', '4984', '4985', '5020', '5060', '5061', '5062', '5101', '5160', '5220', '5221', '5222', '5260', '5270 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,,2021-11-09 15:51:27
2021-11-09,15:52:12,61323901,,126188 ,"['', '']","['', '']",,50 ,"['', '']",,,"['5280', '5290', '5320', '5340', '5380', '5420', '5440', '5460', '5480', '5500', '5510', '5511', '5512', '5520', '5570', '5580', '5620', '5622', '5625', '5630', '5660', '5700', '5701', '5702', '5740', '5741', '5742', '5780', '5800', '5820', '5840', '5860', '5880', '5900', '5920', '5940', '5960', '5980', '6000', '6020', '6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,,2021-11-09 15:52:12
2021-11-09,15:52:18,61323901,,126188 ,"['', '']","['', '']",,50 ,"['', '']",,,"['5280', '5290', '5320', '5340', '5380', '5420', '5440', '5460', '5480', '5500', '5510', '5511', '5512', '5520', '5570', '5580', '5620', '5622', '5625', '5630', '5660', '5700', '5701', '5702', '5740', '5741', '5742', '5780', '5800', '5820', '5840', '5860', '5880', '5900', '5920', '5940', '5960', '5980', '6000', '6020', '6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,,2021-11-09 15:52:18
2021-11-09,15:53:20,61323901,20651ED10A,,"['', '']",['20651-ED10A '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:53:20
